player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,0,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,1,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,2,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,3,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,4,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,5,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,6,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,7,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,8,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,9,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,10,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,11,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,12,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,13,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,14,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,15,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,16,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,17,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,18,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,19,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,20,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,21,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,22,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,23,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,24,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,25,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,27,-
466.p.5862,Vlatko Čančar,season,2025,2025-12-13,28,-
466.p.5864,Monté Morris,season,2025,2025-12-13,0,6
466.p.5864,Monté Morris,season,2025,2025-12-13,1,-
466.p.5864,Monté Morris,season,2025,2025-12-13,2,65
466.p.5864,Monté Morris,season,2025,2025-12-13,3,20
466.p.5864,Monté Morris,season,2025,2025-12-13,4,7
466.p.5864,Monté Morris,season,2025,2025-12-13,5,.350
466.p.5864,Monté Morris,season,2025,2025-12-13,6,4
466.p.5864,Monté Morris,season,2025,2025-12-13,7,2
466.p.5864,Monté Morris,season,2025,2025-12-13,8,.500
466.p.5864,Monté Morris,season,2025,2025-12-13,9,8
466.p.5864,Monté Morris,season,2025,2025-12-13,10,2
466.p.5864,Monté Morris,season,2025,2025-12-13,11,.250
466.p.5864,Monté Morris,season,2025,2025-12-13,12,18
466.p.5864,Monté Morris,season,2025,2025-12-13,13,1
466.p.5864,Monté Morris,season,2025,2025-12-13,14,6
466.p.5864,Monté Morris,season,2025,2025-12-13,15,7
466.p.5864,Monté Morris,season,2025,2025-12-13,16,9
466.p.5864,Monté Morris,season,2025,2025-12-13,17,1
466.p.5864,Monté Morris,season,2025,2025-12-13,18,1
466.p.5864,Monté Morris,season,2025,2025-12-13,19,2
466.p.5864,Monté Morris,season,2025,2025-12-13,20,4.500
466.p.5864,Monté Morris,season,2025,2025-12-13,21,3
466.p.5864,Monté Morris,season,2025,2025-12-13,22,0
466.p.5864,Monté Morris,season,2025,2025-12-13,23,0
466.p.5864,Monté Morris,season,2025,2025-12-13,24,0
466.p.5864,Monté Morris,season,2025,2025-12-13,25,0
466.p.5864,Monté Morris,season,2025,2025-12-13,27,0
466.p.5864,Monté Morris,season,2025,2025-12-13,28,0
