player_key,player_name,coverage,period,timestamp,stat_id,stat_value
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,11,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,12,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,13,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,14,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,15,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,16,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,17,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,18,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,19,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,20,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,21,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,22,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,23,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,24,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,25,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,27,-
466.p.4622,Jrue Holiday,date,2025-12-13,2025-12-13,28,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,0,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,1,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,2,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,3,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,4,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,5,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,6,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,7,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,8,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,9,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,10,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,11,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,12,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,13,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,14,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,15,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,16,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,17,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,18,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,19,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,20,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,21,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,22,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,23,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,24,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,25,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,27,-
466.p.4725,Paul George,date,2025-12-13,2025-12-13,28,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,0,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,1,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,2,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,3,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,4,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,5,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,6,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,7,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,8,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,9,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,10,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,11,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,12,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,13,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,14,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,15,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,16,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,17,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,18,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,19,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,20,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,21,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,22,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,23,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,24,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,25,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,27,-
466.p.4840,Kyrie Irving,date,2025-12-13,2025-12-13,28,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,0,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,1,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,2,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,3,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,4,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,5,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,6,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,7,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,8,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,9,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,10,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,11,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,12,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,13,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,14,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,15,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,16,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,17,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,18,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,19,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,20,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,21,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,22,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,23,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,24,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,25,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,27,-
466.p.4896,Kawhi Leonard,date,2025-12-13,2025-12-13,28,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,0,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,1,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,2,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,3,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,4,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,5,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,6,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,7,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,8,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,9,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,10,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,11,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,12,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,13,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,14,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,15,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,16,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,17,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,18,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,19,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,20,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,21,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,22,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,23,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,24,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,25,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,27,-
466.p.4897,Nikola Vučević,date,2025-12-13,2025-12-13,28,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,0,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,1,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,2,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,3,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,4,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,5,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,6,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,7,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,8,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,9,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,10,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,11,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,12,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,13,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,14,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,15,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,16,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,17,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,18,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,19,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,20,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,21,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,22,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,23,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,24,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,25,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,27,-
466.p.4901,Tobias Harris,date,2025-12-13,2025-12-13,28,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,0,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,1,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,2,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,3,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,4,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,5,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,6,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,7,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,8,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,9,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,10,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,11,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,12,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,13,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,14,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,15,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,16,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,17,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,18,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,19,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,20,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,21,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,22,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,23,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,24,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,25,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,27,-
466.p.4912,Jimmy Butler III,date,2025-12-13,2025-12-13,28,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,0,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,1,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,2,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,3,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,4,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,5,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,6,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,7,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,8,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,9,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,10,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,11,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,12,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,13,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,14,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,15,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,16,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,17,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,18,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,19,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,20,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,21,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,22,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,23,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,24,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,25,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,27,-
466.p.5007,Anthony Davis,date,2025-12-13,2025-12-13,28,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,0,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,1,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,2,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,3,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,4,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,5,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,6,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,7,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,8,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,9,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,10,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,11,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,12,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,13,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,14,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,15,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,16,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,17,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,18,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,19,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,20,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,21,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,22,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,23,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,24,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,25,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,27,-
466.p.5013,Harrison Barnes,date,2025-12-13,2025-12-13,28,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,0,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,1,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,2,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,3,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,4,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,5,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,6,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,7,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,8,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,9,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,10,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,11,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,12,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,13,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,14,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,15,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,16,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,17,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,18,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,19,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,20,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,21,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,22,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,23,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,24,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,25,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,27,-
466.p.5015,Andre Drummond,date,2025-12-13,2025-12-13,28,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,0,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,1,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,2,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,3,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,4,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,5,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,6,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,7,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,8,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,9,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,10,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,11,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,12,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,13,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,14,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,15,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,16,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,17,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,18,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,19,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,20,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,21,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,22,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,23,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,24,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,25,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,27,-
466.p.5069,Draymond Green,date,2025-12-13,2025-12-13,28,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,0,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,1,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,2,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,3,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,4,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,5,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,6,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,7,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,8,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,9,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,10,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,11,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,12,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,13,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,14,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,15,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,16,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,17,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,18,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,19,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,20,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,21,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,22,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,23,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,24,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,25,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,27,-
466.p.5161,CJ McCollum,date,2025-12-13,2025-12-13,28,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,0,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,1,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,2,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,3,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,4,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,5,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,6,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,7,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,8,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,9,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,10,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,11,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,12,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,13,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,14,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,15,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,16,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,17,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,18,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,19,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,20,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,21,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,22,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,23,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,24,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,25,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,27,-
466.p.5185,Giannis Antetokounmpo,date,2025-12-13,2025-12-13,28,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,0,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,1,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,2,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,3,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,4,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,5,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,6,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,7,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,8,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,9,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,10,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,11,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,12,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,13,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,14,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,15,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,16,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,17,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,18,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,19,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,20,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,21,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,22,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,23,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,24,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,25,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,27,-
466.p.5187,Dennis Schröder,date,2025-12-13,2025-12-13,28,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,0,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,1,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,2,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,3,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,4,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,5,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,6,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,7,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,8,-
466.p.5197,Rudy Gobert,date,2025-12-13,2025-12-13,9,-
